,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,REGION,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATVRMID,SATMT25,SATMT75,SATMTMID,SATWR25,SATWR75,SATWRMID,ACTCM25,ACTEN25,ACTMT25,ACTWR25,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,PCIP11,PCIP14,PCIP15,PCIP26,PCIP27,PCIP40,PCIP41,CIP11BACHL,CIP14BACHL,CIP15BACHL,CIP26BACHL,CIP27BACHL,CIP40BACHL,CIP41BACHL,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,PFTFAC,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,DEP_INC_AVG,IND_INC_AVG,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FEMALE_RPY_3YR_N,MALE_RPY_3YR_N,MALE_RPY_5YR_N,FEMALE_RPY_5YR_N,MALE_RPY_7YR_N,FEMALE_RPY_7YR_N,FEMALE,UGDS_MEN,UGDS_WOMEN
1007,Illinois College,Jacksonville,IL,62650-2299,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,21.0,10.0,8.0,66.0,0.6051,,,,,,,,,,,,,,,,,,,,,,,0.0235,0.0,0.0,0.2347,0.0094,0.0235,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,942.0,40405.0,,31660.0,31660.0,5415.0,0.8198,0.7143,,0.7308,,0.7277,0.7273,0.5714,0.0,67422.656184,8661.5238095,22190,22073,210,255,223,251,207,237,0.5080321285,0.483,0.517
1008,Olney Central College,Olney,IL,62450,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,5886.0,,3146.0,11070.0,6348.0,0.4516,,0.6057,,0.5483,,,,,40828.535117,22187.951807,3500,3500,147,73,69,168,69,141,0.6204379562,0.4149,0.5851
1009,Illinois Institute of Technology,Chicago,IL,60616,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,16.0,15.0,14.0,,0.5271,520.0,650.0,585.0,630.0,730.0,680.0,,,,25.0,25.0,27.0,,30.0,32.0,32.0,,28.0,29.0,30.0,,1251.0,0.1346,0.4702,0.0409,0.0392,0.0153,0.029,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2923.0,53585.0,,43680.0,43680.0,12430.0,0.5433,0.7259,,0.687,,0.7725,0.3684,0.6136,0.7966,68658.36262,18898.588235,24520,24000,228,628,567,198,478,150,0.2864321608,0.7024,0.2976
1010,Argosy University-Chicago,Chicago,IL,60601,Western Association of Schools and Colleges Senior Colleges and University Commission,28,3,4,3,3,17.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,24383.0,,13560.0,13560.0,6831.0,0.3093,0.0,,0.2334,,0.0,0.0,0.0,0.0,44595.472902,16024.064843,11507.5,12500,15370,6228,2510,7352,480,2224,0.6309423643,0.2488,0.7512
1011,Illinois State University,Normal,IL,61790-1000,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,17.0,15.0,16.0,,0.8772,,,,,,,,,,21.0,21.0,20.0,,26.0,26.0,26.0,,24.0,24.0,23.0,,1090.0,0.0273,0.0,0.018000000000000002,0.0382,0.0141,0.013,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,18343.0,27018.0,,13666.0,21482.0,7831.0,0.7664,0.7314,,0.725,,0.7551,0.5726,0.6635,0.6486,85872.376123,18887.135179,18750,16300,4116,3334,2794,3654,2572,3305,0.5659016393,0.4508,0.5492
1012,Illinois Valley Community College,Oglesby,IL,61348-9692,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0072,0.0051,0.0216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2572.0,11218.0,,3818.0,11221.0,7751.0,0.3776,,0.2394,,0.2393,,,,,36986.918288,18119.228311,6500,4463,404,222,180,366,143,329,0.5831265509,0.4156,0.5844
1013,Institute for Clinical Social Work,Chicago,IL,60605-1229,North Central Association of Colleges and Schools The Higher Learning Commission,1,4,4,2,3,26.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,,,,,,,,,
1014,Sanford-Brown College-Chicago,Chicago,IL,60602-3300,,2,3,3,3,3,30.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,,,,,5217.0,,0.1488,,0.153,,0.2571,0.0843,0.2581,0.3333,40434.043478,8111.2727273,43351,43927.5,1824,2103,2211,2284,1288,2233,0.6470588235,0.3295,0.6705
1015,John A Logan College,Carterville,IL,62918-2500,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,0.0,0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,9672.0,,3270.0,12002.0,6858.0,0.377,,0.2454,,0.2385,,,,,23889.819,13007.049007,2525,2500,294,222,288,382,238,348,0.5641025641,0.4457,0.5543
1016,The John Marshall Law School,Chicago,IL,60604,American Bar Association,1,4,4,2,3,31.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,14335.0,1.0,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,
1017,John Wood Community College,Quincy,IL,62305-8736,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0019,0.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616.0,11900.0,,4410.0,7710.0,6114.0,0.2339,,0.359,,0.3525,,,,,46158.525788,19046.303609,4438,4841,604,410,386,557,283,456,0.5876817793,0.4134,0.5866
1018,Joliet Junior College,Joliet,IL,60431-8938,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0219,0.0,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11955.0,7865.0,,3450.0,11187.0,9814.0,0.305,,0.1285,,0.1336,,,,,43544.42366,22580.384615,5020,4997,1243,858,612,804,412,606,0.5905118602,0.4648,0.5352
1019,Judson University,Elgin,IL,60123-1498,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,22.0,9.0,10.0,54.0,0.706,520.0,570.0,545.0,450.0,590.0,520.0,,,,21.0,20.0,19.0,,26.0,27.0,26.0,,24.0,24.0,23.0,,1086.0,0.0,0.0,0.0,0.0165,0.0124,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1076.0,39062.0,,28170.0,28170.0,7016.0,0.3211,0.5248,,0.5094,,0.5856,0.0,0.3571,0.5,71632.61976,35157.858871,17745.5,16234,385,282,263,399,240,411,0.6237113402,0.4099,0.5901
1020,Kankakee Community College,Kankakee,IL,60901,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0077,0.0058,0.1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673.0,10820.0,,4050.0,17718.0,6976.0,0.2542,,0.3071,,0.28600000000000003,,,,,38347.351117,16820.813031,5500,4620,701,352,128,247,38,124,0.6144179894,0.3749,0.6251
1021,Kaskaskia College,Centralia,IL,62801,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0082,0.0041,0.0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366.0,9990.0,,4192.0,13152.0,8775.0,0.348,,0.3723,,0.463,,,,,26979.321859,15277.331418,4050,4338.5,464,217,144,229,PrivacySuppressed,PrivacySuppressed,0.632819583,0.3732,0.6268
1022,Kendall College,Chicago,IL,60642,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,3,3,22.0,7.0,9.0,,0.7443,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.0,35055.0,,19459.0,19459.0,5546.0,0.1183,0.363,,0.3279,,0.4306,0.1481,0.3158,0.3333,65742.405145,26042.496,15000,9780,1221,482,509,1064,283,573,0.7891491985,0.2638,0.7362
1023,Kishwaukee College,Malta,IL,60150-9699,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0153,0.0064,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2939.0,12708.0,,3990.0,15450.0,6383.0,0.3628,,0.2817,,0.2807,,,,,37371.743802,16931.158784,5500,5116,710,637,434,479,281,348,0.5682574917,0.4481,0.5519
1024,Knox College,Galesburg,IL,61401-9999,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,21.0,14.0,11.0,,0.638,,,,,,,,,,,,,,,,,,,,,,,0.0665,0.0,0.0,0.1044,0.019,0.0443,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1377.0,50974.0,,41847.0,41847.0,7434.0,0.9541,0.7737,,0.789,,0.7927,0.8095,0.75,0.6818,69318.355717,5348.4666667,23400,21949.5,291,225,208,255,178,241,0.609540636,0.4081,0.5919
1025,College of Lake County,Grayslake,IL,60030-1198,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,5.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0306,0.0048,0.0316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10711.0,8757.0,,3612.0,11046.0,10116.0,0.2541,,0.2106,,0.2093,,,,,35853.726839,21733.372766,4000,4118.5,807,533,292,536,238,422,0.5705108596,0.4765,0.5235
1026,Lake Forest College,Lake Forest,IL,60045-2399,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,21.0,14.0,11.0,,0.55,,,,,,,,,,,,,,,,,,,,,,,0.0324,0.0,0.0,0.1081,0.0135,0.0378,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1559.0,53118.0,,42644.0,42644.0,8510.0,0.51,0.7232,,0.7268,,0.6855,0.7273,0.8235,0.5833,85079.551948,6368.3448276,26000,23250,324,237,246,310,172,284,0.5813953488,0.4368,0.5632
1027,Lake Forest Graduate School of Management,Lake Forest,IL,60045,North Central Association of Colleges and Schools The Higher Learning Commission,1,4,4,2,3,29.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10430.0,0.0182,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,
1028,Lake Land College,Mattoon,IL,61938,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0127,0.001,0.0352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499.0,9627.0,,3459.0,13084.0,6166.0,0.6762,,0.3906,,0.3678,,,,,38472.945822,18576.715259,3500,3095,551,402,391,529,281,448,0.5770707625,0.4138,0.5862
1029,Lakeview College of Nursing,Danville,IL,61832,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,26.0,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,,,,,5241.0,0.6333,,,,,,,,,74175.904762,25714.509091,19125,18000,195,28,31,164,20,142,0.8837209302,0.1485,0.8515
1030,Lewis and Clark Community College,Godfrey,IL,62035,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0548,0.0051,0.07200000000000001,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4106.0,8485.0,,3072.0,10848.0,7488.0,0.3407,,0.3813,,0.3325,,,,,49948.382615,19248.672775,3500,3500,632,444,440,660,320,589,0.5563981043,0.4284,0.5716
1031,Lewis University,Romeoville,IL,60446-2200,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,18.0,13.0,13.0,30.0,0.6184,500.0,560.0,530.0,500.0,600.0,550.0,430.0,530.0,480.0,20.0,20.0,19.0,7.0,25.0,25.0,25.0,8.0,23.0,23.0,22.0,8.0,1051.0,0.0266,0.0,0.0,0.0464,0.0069,0.0137,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,4529.0,36962.0,,29040.0,29040.0,8930.0,0.3723,0.6646,,0.6447,,0.7321,0.3519,0.5393,0.6522,82069.907903,33221.883772,19500,18650,1340,863,712,1152,628,1004,0.5741000468,0.4328,0.5672
1032,Lincoln Christian University,Lincoln,IL,62656-2111,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,24.0,13.0,8.0,48.0,0.596,330.0,470.0,400.0,380.0,520.0,450.0,370.0,440.0,405.0,19.0,18.0,17.0,7.0,25.0,25.0,25.0,8.0,22.0,22.0,21.0,8.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,28363.0,,12900.0,12900.0,5352.0,0.9787,0.6056,,0.5886,,0.6308,0.3333,,0.5,63887.419753,28912.62069,19930,15814,205,213,195,205,181,177,0.4417670683,0.5455,0.4545
1033,Lincoln College,Lincoln,IL,62656,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,3,2,3,23.0,9.0,7.0,,0.516,330.0,450.0,390.0,360.0,380.0,370.0,340.0,410.0,375.0,15.0,14.0,15.0,,19.0,19.0,18.0,,17.0,17.0,17.0,,824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.0,29624.0,,17700.0,17700.0,5261.0,0.2583,0.3239,,0.2895,,0.449,0.2267,0.4167,0.0,44706.448276,20913.622642,9500,9500,731,512,445,621,427,586,0.5407035176,0.4213,0.5787
1034,Lincoln Land Community College,Springfield,IL,62794-9256,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0103,0.0034,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4985.0,11229.0,,2904.0,8184.0,8906.0,0.3598,,0.3434,,0.3029,,,,,41590.215584,17090.545236,6000,5500,1012,594,597,875,403,695,0.5851559699,0.4225,0.5775
1035,Lincoln College of Technology-Melrose Park,Melrose Park,IL,60160-1605,Accrediting Commission of Career Schools and Colleges,5,1,2,3,3,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,,16373.0,,,4830.0,0.8571,,0.5716,,0.5906,,,,,46309.282319,18267.446161,10654,12585,2016,1650,1175,1889,1028,1377,0.3298203593,0.747,0.253
1036,Loyola University Chicago,Chicago,IL,60660,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,16.0,14.0,16.0,30.0,0.7126,520.0,630.0,575.0,518.0,630.0,574.0,520.0,630.0,575.0,24.0,24.0,23.0,8.0,29.0,31.0,28.0,9.0,27.0,28.0,26.0,9.0,1195.0,0.0135,0.0,0.0,0.1595,0.0092,0.0161,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,10276.0,50954.0,,40426.0,40426.0,10160.0,0.4822,0.7375,,0.7354,,0.7567,0.5789,0.6214,0.7761,95637.43338,22838.80774,20500,20499,2922,1452,1423,2692,1122,2366,0.6902675277,0.35100000000000003,0.649
1037,Lutheran School of Theology at Chicago,Chicago,IL,60615-5134,Commission on Accrediting of the Association of Theological Schools,1,4,4,2,3,24.0,0.0,18.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5477.0,0.4333,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,
1038,Trinity College of Nursing & Health Sciences,Rock Island,IL,61201-5317,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,26.0,7.0,6.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,35030.0,,27067.0,27067.0,6251.0,0.8421,0.75,,0.6,,0.75,,,,80935.013699,32972.311828,16500,16000,147,18,35,120,24,113,0.9277108434,0.0553,0.9447
1039,Steven Papageorge Hair Academy,Chicago,IL,60657,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,17805.0,,,,,,0.8333,,0.875,,,,,47626.375,11060.880952,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16,56,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.127,0.873
1040,MacCormac College,Chicago,IL,60602-4405,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,2,3,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,23356.0,,12660.0,12660.0,4201.0,,,0.1429,,0.1489,,,,,47196.533333,20225.221154,14000,9500,114,38,30,131,20,108,0.8456375839,0.1505,0.8495
1041,MacMurray College,Jacksonville,IL,62650-2590,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,22.0,11.0,8.0,71.0,0.6267,390.0,428.0,409.0,413.0,460.0,437.0,,,,17.0,15.0,16.0,,22.0,22.0,23.0,,20.0,19.0,20.0,,922.0,0.0,0.0,0.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,569.0,32851.0,,24172.0,24172.0,5726.0,0.614,0.3333,,0.3118,,0.4262,0.2222,0.0,,68470.485246,22433.925373,17000,23000,221,159,189,268,180,266,0.5,0.4903,0.5097
1042,McCormick Theological Seminary,Chicago,IL,60615,Commission on Accrediting of the Association of Theological Schools,1,4,4,2,3,24.0,0.0,18.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7025.0,1.0,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,PrivacySuppressed,,
1043,McHenry County College,Crystal Lake,IL,60012-2761,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0257,0.0013,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4322.0,10962.0,,3314.0,13497.0,10094.0,0.2847,,0.2914,,0.2861,,,,,42884.478764,21502.673324,4375,3697.5,307,238,206,222,131,206,0.5751295337,0.4695,0.5305
1044,McKendree University,Lebanon,IL,62254-1291,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,18.0,9.0,10.0,71.0,0.635,450.0,550.0,500.0,420.0,530.0,475.0,400.0,490.0,445.0,19.0,19.0,18.0,,24.0,24.0,25.0,,22.0,22.0,22.0,,1006.0,0.0426,0.0,0.0,0.029,0.0271,0.0058,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2292.0,38810.0,,27930.0,27930.0,7036.0,1.0,0.5574,,0.5612,,0.5801,0.3659,0.4286,1.0,66552.085897,37098.886486,17590,13269,668,440,403,608,349,554,0.5434782609,0.4559,0.5441
1045,Meadville Lombard Theological School,Chicago,IL,60605,Commission on Accrediting of the Association of Theological Schools,1,4,4,2,3,24.0,0.0,18.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8271.0,0.3182,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,
1046,Methodist College,Peoria,IL,61615,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,26.0,5.0,7.0,,0.5128,,,,,,,,,,20.0,20.0,18.0,,24.0,23.0,24.0,,22.0,22.0,21.0,,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,31125.0,,20140.0,20140.0,6342.0,0.6515,,,,,,,,,68750.979592,30545.763636,25250,27750,309,37,13,130,PrivacySuppressed,PrivacySuppressed,0.8610354223,0.126,0.8740000000000001
1047,Midstate College,Peoria,IL,61614-3595,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,3,3,23.0,5.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,28561.0,,16230.0,16230.0,4035.0,1.0,0.2353,,0.325,,0.3,0.1429,,,43779.926829,22025.594059,16903,15001,453,92,87,451,84,346,0.8110465116,0.2456,0.7544
1048,Millikin University,Decatur,IL,62522-2084,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,22.0,13.0,11.0,66.0,0.6,480.0,590.0,535.0,460.0,590.0,525.0,450.0,590.0,520.0,20.0,19.0,18.0,6.0,26.0,27.0,26.0,8.0,23.0,23.0,22.0,7.0,1069.0,0.0,0.0,0.0,0.0553,0.0022,0.0265,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2012.0,40764.0,,30630.0,30630.0,5945.0,0.6784,0.6007,,0.6068,,0.6342,0.3438,0.5926,0.8333,71072.277523,28711.087209,23091.5,17125,743,469,488,848,473,741,0.5459770115,0.423,0.5770000000000001
1049,Monmouth College,Monmouth,IL,61462-1998,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,21.0,12.0,11.0,66.0,0.624,,,,,,,,,,20.0,20.0,20.0,,26.0,26.0,26.0,,23.0,23.0,23.0,,1070.0,0.0149,0.0,0.0,0.0409,0.0149,0.0297,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1173.0,43686.0,,34200.0,34200.0,6842.0,0.7231,0.5767,,0.5663,,0.6284,0.3415,0.4091,0.0,69028.447541,7787.5,21999.5,15750,384,359,348,359,265,317,0.5063291139,0.4757,0.5243
1050,Moody Bible Institute,Chicago,IL,60610-3284,North Central Association of Colleges and Schools The Higher Learning Commission,3,3,4,2,3,24.0,7.0,13.0,42.0,0.6833,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3084.0,26178.0,,12284.0,12284.0,7933.0,0.4863,0.6864,,0.7745,,0.7043,0.4615,0.6154,0.5455,36946.019481,20918.770992,PrivacySuppressed,PrivacySuppressed,,,,,,,0.4198830409,0.5561,0.4439
1051,Moraine Valley Community College,Palos Hills,IL,60465-0937,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1352,0.0,0.0471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11220.0,10061.0,,3996.0,10326.0,6641.0,0.2214,,0.2615,,0.2444,,,,,35687.540165,19164.595349,5500,5291.5,812,451,278,569,212,473,0.5632140137,0.4854,0.5146
1052,Morrison Institute of Technology,Morrison,IL,61270-2959,Council on Occupational Education,1,2,2,2,3,9.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,24947.0,,15600.0,15600.0,4686.0,0.7,,0.7857,,0.7342,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,78,11,106,11,PrivacySuppressed,0.9351,0.0649
1053,Morton College,Cicero,IL,60804-4398,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,3,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0284,0.0,0.0452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065.0,9246.0,,3668.0,9812.0,8796.0,0.2248,,0.2463,,0.2046,,,,,28728.163052,17144.444444,5312.5,3625,279,133,108,234,165,279,0.5593939394,0.4515,0.5485
1054,Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,IL,62521,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,12992.0,,,,,,0.4533,,0.4624,,,,,56327.483871,11010.881356,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0152,0.9848
1055,National Louis University,Chicago,IL,60603,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,17.0,5.0,9.0,,0.8148,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1210.0,21857.0,,10617.0,10617.0,6087.0,0.9714,,,0.4138,,,,,,39278.859296,34282.080313,14167,11685,1274,314,317,1221,243,1126,0.7909836066,0.2207,0.7793
1056,National University of Health Sciences,Lombard,IL,60148-4583,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,26.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0,,,,,5060.0,0.9865,,,,,,,,,57022.4,36449.162791,9500,6703.5,106,51,57,98,28,85,0.7117117117,0.2895,0.7105
